movie_id,movie_name,year,genre,overview,director,cast,emotions,language,industry,runtime,rating,imdb_id,plot
2183,Maa,1992,"Drama, Fantasy, Horror","A multi-millionaire, Ram Khanna, is advised by a fake astrologer that he will meet and marry a woman whose name will start with ""M"". Ram does meet Mamta, and they both fall in love. Ram ...                See full summary »",Ajay Kashyap,"Jeetendra, Jaya Prada, Aruna Irani, Sahila Chaddha","Sad, Love, Grief, Hope, Anxiety, Fear",Bengali,Tollywood,134,Error,tt0246766,"""A multi-millionaire, Ram Khanna, is advised by a fake astrologer that he will meet and marry a woman whose name will start with ""M"". Ram does meet Mamta, and they both fall in love. Ram marries her, despite the fact that she is the daughter of a prostitute, Heerabai, and brings her home with her. Mamta gets a chilling welcome from Ram brother's, Murli Manohar, and his wife, Maya. Mamta decides to assert herself and takes over the household matters, forcing Murli and Maya to leave the house. Soon Mamta and Ram give birth to a baby boy. One day Ram asks Mamta to take care of a suitcase full of cash, as he has to go out of town. Mamta is lured out of the house along with the suitcase, and is brutally killed by Gulu Goli, a hired hit-man, who buries her in a secluded spot. Though physically dead and buried, Mamta's spirit is still alive and active, though she cannot be heard, nor seen by anyone. She decides to return home and expose Murli and Maya. When she returns home, she finds that she cannot communicate with anyone, and watches helplessly as both Murli and Maya set about the task of killing her son, and getting Ram married to Maya's niece, Mona.—rAjOo (gunwanti@hotmail.com)"""
2184,Tadapti Jawani,2005,Thriller,Kaajal's husband has to join the army as war is about to start and Kaajal develops feelings for Manohar who saved her from an accident. There is also Maya and Kamini fighting for Manohar's ...                See full summary »,Jaspal Neelam,"Poonam Dasgupta, Rajesh Sabharwal, Aman Sagar","Lust, Desire, Disgust, Sadness, Hope, Fear",Hindi,Bollywood,Error,"No IMDb data found for ""Tadapti Jawani"".",tt4882664,"""Kaajal's husband has to join the army as war is about to start and Kaajal develops feelings for Manohar who saved her from an accident. There is also Maya and Kamini fighting for Manohar's affection and things get more complicated when Kaajal's husband returns."""
2185,Bewafai,1985,"Drama, Romance","Asha's jealousy gets the better of her when she finds out that the man she loves, Ashok, is showering his attention to other two girls, Vinny and Renu.",R. Thyagaraajan,"Rajesh Khanna, Rajinikanth, Tina Ambani, Padmini Kolhapure","Betrayal, Sadness, Anger, Guilt, Regret, Suspicion",Hindi,Bollywood,144,3.7,tt0362445,"""Asha's jealousy gets the better of her when she finds out that the man she loves, Ashok, is showering his attention to other two girls, Vinny and Renu. Ashok Nath has three female admirers: the mentally imbalance Renu, Vinny and the wealthy Asha. While all three loves him wholeheartedly and will go to any length to attain his love; he acknowledges the love of Asha. But Asha's dad, Diwan Sardarilal dislikes Ashok and hires an expert killer, Ranvir to get rid of Ashok from Asha's life forever but chaos prevails when Ranvir started to corrupt the lives of everyone - with an agenda of his own.—gavin (racktoo@hotmail.com)"""
2186,God Tussi Great Ho,2008,"Comedy, Drama, Fantasy",A TV anchor keeps on blaming God for his unsuccessful life. God appears and he is given the God's Power for 10 days just to see how he manages to keep everyone happy.,Rumi Jaffery,"Amitabh Bachchan, Salman Khan, Priyanka Chopra Jonas, Anupam Kher","Happy, Frustrated, Lonely, Excited, Romantic, Depressed",Hindi,Bollywood,154,4.4,tt0476550,"""A TV anchor keeps on blaming God for his unsuccessful life. God appears and he is given the God's Power for 10 days just to see how he manages to keep everyone happy. Arun Prajapati has been trying to be a successful TV anchor but success has always eluded him. He only blames God for this. Arun is head over heels in love with Alia, who is a TV anchor and a well-known star working in the same channel but he has never been able to express his love for her. Destiny plays a cruel game with him when Rocky is appointed as an anchor for the channel. Arun starts believing that Rocky will win over Alia. Circumstances go out of hand for Arun and he gets thrown out of the channel. He has nobody to blame but God Himself. And very soon he has an encounter with the Almighty. An argument ensues between the two. God then decides to give Arun the power to run earth for ten days as Arun claims that he can do a better job. After Arun becomes God, he becomes successful. He puts Rocky into an uneasy spot and wins Alia's heart. Also, he grants everybody's wish. But much to his dismay this becomes the biggest problem of his life.—gavin (gunmasterM@hotmail.com)"""
2187,Chameli,2018,Drama,Add a Plot,Aaryaan Saxena,"Sherlyn Chopra, Avinash Dwivedi, Brijendra Kala, Sheetal Kale","Hope, Empathy, Sadness, Resignation, Fear, Courage",Hindi,Bollywood,107,6.2,tt9258162,"""On a rainy night, when an investment banker's car breaks down in the red light district, he takes shelter where he meets and later befriends a prostitute. Lamington Road on Bombay's Western Railway is the nearest railway station that takes one to Kamathipura, notorious for it's red-light, in particular, and a crime-prone area in general. It is in this area, on a stormy rainy day, that wealthy Aman Kapoor's car breaks down. His efforts to call for help via his cell phone are in vain, and he takes shelter in a nearby building. This is where he comes in contact with a prostitute named Chameli - and this is where his nightmare involving pimps, eunuchs, prostitutes, and corrupt police officers - will begin - and will seem to have no ending whatsoever.—rAjOo (gunwanti@hotmail.com)"""
2188,Chameli,2018,Drama,Add a Plot,Aaryaan Saxena,"Sherlyn Chopra, Avinash Dwivedi, Brijendra Kala, Sheetal Kale","Hope, Empathy, Sadness, Resignation, Fear, Courage",Hindi,Bollywood,107,6.2,tt9258162,"""nan"""
2189,Paar,1984,Drama,"This is Goutam Ghose's speculative commentary on poverty and exploitation in rural Bihar, based on Bengali story Paathi.",Goutam Ghose,"Naseeruddin Shah, Shabana Azmi, Utpal Dutt, Anil Chatterjee","Sad, Lonely, Depressed, Frustrated, Tired, Anxious",Hindi,Bollywood,Error,Error,tt0087868,"""This is Goutam Ghose's speculative commentary on poverty and exploitation in rural Bihar, based on Bengali story Paathi."""
2190,Chori Chori,1956,"Comedy, Musical, Romance",A spoiled rich girl on the run travels with a reporter looking for a news scoop.,Anant Thakur,"Nargis, Raj Kapoor, Gope, Master Bhagwan","Romantic, Happy, Nostalgic, Hopeful, Peaceful, Joyful",Hindi,Bollywood,137,Error,tt0049072,"""A spoiled rich girl on the run travels with a reporter looking for a news scoop. Multi-millionaire Girhdarilal's daughter Kammo is of marriageable age, but he would rather keep her as the housegirl forever than marry her off to someone of whom he disapproves. But Kammo falls for Sumankumar, a greedy pilot. When Girhdarilal learns of this relationship, he objects to them meeting, let alone marriage, but Kammo is stubborn and elopes with Sumankumar. Will she be able to live without her father? And if she does return, would she need to marry his choice and forget Sumankumar?—gavin (gunmasterM@hotmail.com)"""
2191,Super,2005,"Action, Comedy","Sonu, his sister, Sasha, and their friend, Akhil, live a poor lifestyle in India. While Sasha has given her heart to Akhil, he treats her as a close friend and confidant. Times get so tough...                See full summary »",Puri Jagannadh,"Nagarjuna Akkineni, Sonu Sood, Ayesha Takia, Anushka Shetty","Excitement, Happy, Frustration, Romantic, Lonely, Tired",Telugu,Tollywood,<number>,6.7,tt0475735,"""Sonu, his sister, Sasha, and their friend, Akhil, live a poor lifestyle in India. While Sasha has given her heart to Akhil, he treats her as a close friend and confidant. Times get so tough, that the trio conspire to carry out robberies, and end up doing so - quite successfully, eluding the authorities. When Sashs finds out that Akhil does not love her, she threatens to kill herself and misunderstandings break out between the three. Subsequently, they part ways, and a short time later Sonu is informed that Sasha is dead. Years later, a young woman, Dr. Sri Vidya, enters Sonu's life and he befriends her and her dad, so much so that he even aids them financially. What Sonu does not know is that Sri is in love with Akhil, who she met when her TV set was accidentally damaged by one of his Akhil's taxi-drivers. She does not know that Sonu has always blamed Akhil for Sasha's death. Watch what happens when Akhil re-enters Sonu's life, and they find out that Sasha did not die, but was murdered.—rAjOo (gunwanti@hotmail.com)"""
2192,Tamanna,1998,Drama,"In 1975 Mahim, Bombay, eunuch Tikku is the only child of yesteryear Bollywood actress Nazneen Begum, who has fallen upon hard times, is virtually destitute, and is dependent on Tikku, who ...                See full summary »",Mahesh Bhatt,"Paresh Rawal, Pooja Bhatt, Sharad S. Kapoor, Manoj Bajpayee","Hope, Despair, Love, Sacrifice, Guilt, Redemption",,,137,7.4,tt0205445,"""In 1975 Mahim, Bombay, eunuch Tikku is the only child of yesteryear Bollywood actress Nazneen Begum, who has fallen upon hard times, is virtually destitute, and is dependent on Tikku, who does make-up/hairdressing of Bollywood actresses. When she passes away, Tikku is beside himself with grief. After the funeral, he witnesses a woman leaving a child in a garbage bin. Longing for human company after his mother's death, Tikku picks up the girl-child, decides to keep her, names her Tamanna, and brings her up on his own. When she is old enough, he arranges for her education in St. Mary's High School's hostel. When she completes school, she returns home to find Tikku in the guise of a Hijra and shuns him, but subsequently relents. Then Tikku finds out that Tamanna is the daughter of up-and-coming politician Ranvir Chopra, and when he tells her, she goes to his palatial house. How will this impact the entire Chopra family? And what excuse do they produce for abandoning her?—rAjOo (gunwanti@hotmail.com)"""
